,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID3252330412,1,2,7,-37.8092255,144.9315914,-37.8618349,144.905716,10938.0,2018-04-12,01:31:54,3537.4200000000005,2:30:51,29.63
ID5234796080,2,1,8,-37.8181054,144.9691359,-37.8158343,145.04645,7632.0,2018-28-02,01:13:16,2223.1200000000003,1:50:19,239.69
ID3901727099,1,5,1,-37.8063995,144.9324447,-37.8167212,144.9428384,2091.0,2018-06-24,16:37:06,493.14000000000004,16:45:19,16.4
ID5134851115,2,6,8,-37.7738026,144.9836466,-37.8158343,145.04645,13562.0,2018-04-02,05:23:55,4213.5599999999995,6:34:08,430.4
ID1551178934,0,9,8,-38.1109156,144.6541725,-37.8158343,145.04645,51032.0,2018-23-05,21:23:29,12681.060000000005,0:54:50,37.9
ID3704036434,1,5,4,-37.8035714,144.9264273,-37.8010812,145.0146905,8686.0,2018-07-24,12:39:47,2395.739999999999,13:19:42,19.28
ID1932365283,0,7,6,-37.8618349,144.905716,-37.7874325,144.9803767,11633.0,2018-06-20,22:59:34,3645.299999999998,0:00:19,22.91
ID3555100449,1,7,9,-37.8618349,144.905716,-38.1109156,144.6541725,50797.0,2018-06-05,21:10:42,13173.359999999999,0:50:15,72.14
ID3296309456,1,8,4,-37.8158343,145.04645,-37.8104906,145.0041801,3813.0,2018-05-05,04:22:46,1268.2200000000003,4:43:54,25.38
ID1868539452,0,1,2,-37.8051282,144.9723322,-37.8137617,144.9378304,3944.0,2018-18-01,12:45:37,991.4400000000003,13:02:08,11.52
ID3384041206,1,6,5,-37.7874325,144.9803767,-37.7996759,144.9274691,6242.0,2018-27-02,19:17:50,1631.8200000000002,19:45:01,17.16
ID1288554395,0,2,5,-37.8140346,144.9470579,-37.8005905,144.9395035,1926.0,2018-17-04,01:27:21,544.8000000000001,1:36:25,15.76
ID3302433341,1,5,7,-37.8089146,144.9354364,-37.8618349,144.905716,10630.0,2018-06-18,10:46:34,3457.2600000000007,11:44:11,20.02
ID5692639161,2,3,6,-37.8145387,144.9886982,-37.7874421,144.9804091,3896.0,2018-02-02,18:10:31,1020.0,18:27:31,116.98
ID1383822999,0,8,3,-37.807202,145.0266373,-37.820259,144.9925829,4609.0,2018-05-10,19:30:53,1123.56,19:49:36,10.43
ID3899178679,1,1,3,-37.8066927,144.9579231,-37.8119516,144.9860757,3075.0,2018-01-24,21:19:10,749.1000000000004,21:31:39,16.74
ID1683741792,0,2,7,-37.8112053,144.940065,-37.8618349,144.905716,10149.0,2018-24-06,19:53:19,3331.5600000000004,20:48:50,18.89
ID3717806521,1,1,7,-37.820153,144.9428437,-37.8618349,144.905716,9445.0,2018-04-24,11:23:40,3257.88,12:17:57,20.34
ID3466969209,1,6,3,-37.7907967,144.985865,-37.8213321,144.9769858,4102.0,2018-18-03,20:25:37,1153.8600000000001,20:44:50,21.36
ID1502697629,0,2,1,-37.8246643,144.9429264,-37.8109307,144.9767106,3751.0,2018-03-06,11:40:53,964.1400000000003,11:56:57,5.61
ID5664224474,2,4,7,-37.807418,144.9989152,-37.8618349,144.905716,11207.0,2018-16-05,06:58:26,3644.1600000000003,7:59:10,359.7
ID3677973860,1,9,5,-38.1109156,144.6541725,-37.7999235,144.9350643,46029.0,2018-07-16,06:30:57,11062.32,9:35:19,56.03
ID1907450179,0,2,5,-37.8218713,144.9506416,-37.8059381,144.9295269,3237.0,2018-02-09,04:10:55,823.68,4:24:38,16.7
ID1367966852,0,3,5,-37.8195877,144.9718784,-37.8048668,144.9353795,4390.0,2018-05-24,07:55:07,1133.7600000000002,8:14:00,4.84
ID3722201091,1,5,9,-37.8065701,144.9309837,-38.1109156,144.6541725,43430.0,2018-01-05,14:21:52,10388.939999999999,17:15:00,53.52
ID3658980915,1,9,3,-38.1109156,144.6541725,-37.8246995,144.9847078,45644.0,2018-07-18,23:27:52,11026.980000000001,2:31:38,60.58
ID5477479428,2,3,4,-37.8235176,144.9896606,-37.8117626,145.0004116,2045.0,2018-02-05,02:19:20,479.09999999999997,2:27:19,74.74
ID1409990368,0,1,3,-37.8062948,144.9442734,-37.8235797,144.9673879,3350.0,2018-05-04,13:44:02,937.9800000000007,13:59:39,10.91
ID3944092481,1,2,4,-37.8223544,144.9524944,-37.8085721,145.0042747,5502.0,2018-01-12,14:30:40,1366.2000000000007,14:53:26,14.9
ID3998252661,1,9,8,-38.1109156,144.6541725,-37.8158343,145.04645,51032.0,2018-06-31,10:10:52,12681.060000000005,13:42:13,59.59
ID3235598480,1,2,4,-37.8245751,144.9431349,-37.8039339,144.9920078,5613.0,2018-03-19,19:21:32,1525.9199999999998,19:46:57,14.4
ID3385866772,1,6,7,-37.7738026,144.9836466,-37.8618349,144.905716,16033.0,2018-02-20,07:38:57,5323.559999999998,9:07:40,26.61
ID3498665254,1,3,9,-37.821333,144.9834794,-38.1109156,144.6541725,45417.0,2018-07-27,13:40:11,10956.359999999999,16:42:47,56.16
ID3369921787,1,5,2,-37.8002472,144.9293855,-37.820924,144.9474994,3169.0,2018-03-28,00:21:06,779.7,0:34:05,18.76
ID1812350553,0,1,2,-37.803321,144.9498863,-37.8199572,144.9401667,2615.0,2018-01-20,22:01:00,635.7000000000002,22:11:35,19.03
ID3356955235,1,4,3,-37.8157743,145.0135759,-37.8242838,144.986815,3270.0,2018-05-08,11:26:33,792.1800000000001,11:39:45,7.19
ID5970464425,2,5,7,-37.8134906,144.9310399,-37.8618349,144.905716,11738.0,2018-06-31,19:00:20,3763.680000000001,20:03:03,378.4
ID1284987367,0,3,8,-37.8161425,144.9724102,-37.807202,145.0266373,5802.0,2018-02-08,22:48:58,1454.4600000000003,23:13:12,17.22
ID3976080396,1,4,1,-37.8081941,144.9998632,-37.8020917,144.9635144,3794.0,2018-06-14,05:30:16,896.4600000000002,5:45:12,18.44
ID1131275847,0,6,7,-37.7874421,144.9804091,-37.8618349,144.905716,11630.0,2018-06-31,17:22:47,3697.0200000000013,18:24:24,17.4
ID1295254991,0,2,1,-37.8184863,144.9472014,-37.8104287,144.9571029,1687.0,2018-04-31,07:03:49,437.0999999999999,7:11:06,8.59
ID3742178735,1,3,4,-37.8220125,144.9694765,-37.8107136,145.0063841,4389.0,2018-02-16,11:57:24,1170.7800000000002,12:16:54,10.22
ID1320978228,0,7,5,-37.8618349,144.905716,-37.8002739,144.9362757,11281.0,2018-07-13,22:42:40,3721.379999999999,23:44:41,24.16
ID3260594905,1,8,5,-37.807202,145.0266373,-37.7945465,144.9357497,10740.0,2018-01-22,21:43:50,2786.0400000000004,22:30:16,25.43
ID5613971107,2,2,8,-37.8193686,144.9331269,-37.8158343,145.04645,10732.0,2018-02-18,18:13:39,3005.34,19:03:44,313.36
ID1325235615,0,4,2,-37.8061247,144.9979428,-37.8186776,144.9428026,5878.0,2018-04-31,08:47:36,1470.9599999999996,9:12:06,6.95
ID3166334120,1,4,3,-37.8087387,145.0144167,-37.821937,144.9683219,5348.0,2018-04-31,20:19:21,1413.060000000001,20:42:54,21.34
ID1248271062,0,4,2,-37.8160323,145.0058951,-37.8219186,144.9375504,6735.0,2018-06-19,06:14:50,1742.5800000000008,6:43:52,6.38
ID3898131461,1,3,7,-37.8230389,144.9912442,-37.8618349,144.905716,9528.0,2018-06-31,08:13:46,3102.18,9:05:28,23.56
ID1413372931,0,3,4,-37.8200973,144.9768181,-37.8045421,144.9932779,3170.0,2018-05-02,00:24:42,827.7599999999998,0:38:29,14.36
ID3971711306,1,5,3,-37.8080056,144.936268,-37.8147169,144.9872762,5453.0,2018-01-04,04:05:30,1330.1399999999999,4:27:40,20.53
ID1797669449,0,8,5,-37.807202,145.0266373,-37.8010331,144.9285672,11755.0,2018-06-31,23:11:47,3130.019999999999,0:03:57,24.35
ID3876628866,1,6,8,-37.7738026,144.9836466,-37.8158343,145.04645,13562.0,2018-07-11,21:23:35,4213.5599999999995,22:33:48,31.59
ID5612440443,2,4,2,-37.8028541,145.0036311,-37.814316,144.9359634,6858.0,2018-06-16,19:54:02,1719.0599999999997,20:22:41,191.54
ID1334030428,0,2,7,-37.8136161,144.9371999,-37.8618349,144.905716,10409.0,2018-04-31,14:44:06,3401.46,15:40:47,14.74
ID3375089420,1,4,7,-37.8104033,144.9990862,-37.8618349,144.905716,10959.0,2018-02-30,20:07:22,3569.6400000000003,21:06:51,31.73
ID3273721453,1,1,9,-37.8129456,144.9517191,-38.1109156,144.6541725,43022.0,2018-01-12,22:49:03,10415.519999999999,1:42:38,59.55
ID3779308019,1,4,7,-37.816506,145.0056917,-37.8618349,144.905716,11294.0,2018-01-06,07:13:53,3558.0600000000004,8:13:11,23.76
ID3963596675,1,5,9,-37.8011957,144.9325838,-38.1109156,144.6541725,43944.0,2018-01-19,00:58:01,10526.519999999999,3:53:27,60.08
ID3706071900,1,7,6,-37.8618349,144.905716,-37.7874421,144.9804091,11630.0,2018-07-10,21:13:02,3678.539999999999,22:14:20,28.9
ID5905463692,2,5,7,-37.8049604,144.9315487,-37.8618349,144.905716,11733.0,2018-05-10,17:03:31,3729.000000000001,18:05:40,376.34
ID3682267825,1,4,2,-37.8041851,145.0108945,-37.8178767,144.9465948,6889.0,2018-01-19,23:04:19,1747.14,23:33:26,22.71
ID3627160397,1,7,5,-37.8618349,144.905716,-37.7999692,144.9351234,13647.0,2018-02-14,03:39:32,4269.059999999999,4:50:41,32.13
ID5494561030,2,6,2,-37.773845,144.9836895,-37.814846,144.9458903,6240.0,2018-01-01,04:13:54,1381.9799999999998,4:36:55,160.79
ID1334085956,0,4,5,-37.802294,144.990587,-37.7986898,144.9199786,7350.0,2018-05-08,07:55:05,1745.94,8:24:10,7.7
ID5439617424,2,7,3,-37.8618349,144.905716,-37.8107591,144.9773584,9139.0,2018-03-12,22:19:06,3026.819999999999,23:09:32,316.01
ID1564123763,0,3,2,-37.8103197,144.9983089,-37.8149505,144.9377017,5659.0,2018-07-06,05:32:26,1414.92,5:56:00,18.32
ID1522414100,0,4,6,-37.8162593,145.0147315,-37.7907967,144.985865,5515.0,2018-04-02,15:18:45,1525.14,15:44:10,11.5
ID3182880452,1,8,6,-37.807202,145.0266373,-37.7874421,144.9804091,5789.0,2018-06-15,23:06:18,1492.6800000000003,23:31:10,19.81
ID1850744463,0,2,4,-37.8169399,144.9315539,-37.8011208,145.0052964,9227.0,2018-01-22,20:56:37,2415.42,21:36:52,14.54
ID1552106989,0,9,4,-38.1109156,144.6541725,-37.8145049,144.9999174,47002.0,2018-04-26,12:17:52,11299.74,15:26:11,29.9
ID1878224342,0,5,6,-37.8053799,144.9372176,-37.7907967,144.985865,5931.0,2018-05-25,05:57:46,1707.9600000000005,6:26:13,19.05
ID5321824923,2,3,1,-37.8168054,144.9994699,-37.8190514,144.9466788,5182.0,2018-07-12,03:04:42,1322.4599999999998,3:26:44,155.73
ID5869002085,2,6,7,-37.773845,144.9836895,-37.8618349,144.905716,13169.0,2018-06-10,17:05:47,3866.460000000001,18:10:13,394.56
ID5419157052,2,1,7,-37.7989584,144.9631716,-37.8618349,144.905716,9918.0,2018-03-15,08:58:52,3282.6600000000008,9:53:34,322.29
ID3395387118,1,7,1,-37.8618349,144.905716,-37.8154612,144.9405224,10080.0,2018-03-05,22:08:20,3339.4199999999987,23:03:59,28.86
ID3470333226,1,1,8,-37.8089234,144.9448985,-37.8158343,145.04645,9248.0,2018-07-03,19:23:40,2627.6400000000003,20:07:27,21.22
ID3537629408,1,2,1,-37.8148275,144.9417106,-37.8216294,144.9614117,2591.0,2018-03-07,20:40:02,697.5000000000001,20:51:39,12.8
ID1735791173,0,9,1,-38.1109156,144.6541725,-37.8034919,144.9665299,44501.0,2018-07-23,04:10:22,10757.520000000008,7:09:39,33.07
ID5139792479,2,6,8,-37.7874325,144.9803767,-37.807202,145.0266373,5793.0,2018-03-07,13:28:02,1493.5200000000004,13:52:55,162.45
ID3128068451,1,7,4,-37.8618349,144.905716,-37.8116263,145.0067582,11598.0,2018-01-10,06:20:05,3748.619999999998,7:22:33,22.09
ID3499268119,1,3,1,-37.8203048,144.9667677,-37.8062531,144.9557032,2288.0,2018-03-04,18:27:33,605.1600000000002,18:37:38,17.56
ID1404728541,0,9,7,-38.1109156,144.6541725,-37.8618349,144.905716,50797.0,2018-01-12,01:51:21,13204.979999999994,5:31:25,40.23
ID5875027351,2,7,6,-37.8618349,144.905716,-37.7907967,144.985865,11711.0,2018-07-02,08:19:33,3859.799999999998,9:23:52,380.86
ID3150925181,1,5,7,-37.7972646,144.9313349,-37.8618349,144.905716,12379.0,2018-07-03,14:02:52,3896.220000000001,15:07:48,25.03
ID1617592690,0,2,8,-37.8220278,144.9475811,-37.8158343,145.04645,9321.0,2018-03-06,23:29:56,2704.8000000000006,0:15:00,19.77
ID3519214081,1,8,3,-37.8158343,145.04645,-37.8187089,144.9705069,7499.0,2018-03-27,18:50:50,2202.3599999999997,19:27:32,19.03
ID1220783107,0,4,9,-37.8139265,145.0078546,-38.1109156,144.6541725,47780.0,2018-06-15,11:21:45,11439.9,14:32:24,25.59
ID3278905945,1,4,2,-37.8085721,145.0042747,-37.8123454,144.9368391,6715.0,2018-01-10,17:57:41,1665.1199999999992,18:25:26,18.32
ID1345254475,0,1,3,-37.8225707,144.9609255,-37.81883,144.9738244,1404.0,2018-05-15,03:17:21,325.2,3:22:46,15.45
ID3416583442,1,2,6,-37.8218547,144.947504,-37.7907967,144.985865,5753.0,2018-07-01,18:07:19,1635.3000000000002,18:34:34,20.67
ID1211944911,0,8,9,-37.8158343,145.04645,-38.1109156,144.6541725,51032.0,2018-03-07,06:17:10,12681.059999999998,9:48:31,29.04
ID3187758685,1,3,2,-37.816191,144.9722489,-37.8150687,144.9354143,3930.0,2018-03-05,02:57:03,956.5799999999997,3:12:59,20.18
ID3327976386,1,6,8,-37.7908183,144.9857929,-37.8158343,145.04645,7471.0,2018-05-03,14:45:48,2192.7000000000003,15:22:20,20.08
ID3547422261,1,1,7,-37.8179449,144.9621622,-37.8618349,144.905716,7861.0,2018-02-01,18:25:13,2734.2,19:10:47,23.28
ID1957439686,0,4,9,-37.809587,145.0021112,-38.1109156,144.6541725,47199.0,2018-01-06,22:31:37,11409.779999999999,1:41:46,39.04
ID1505779364,0,1,7,-37.8068714,144.9456083,-37.8618349,144.905716,10099.0,2018-06-19,17:58:36,3367.6800000000003,18:54:43,15.46
ID1804740536,0,1,7,-37.8067581,144.9610755,-37.8618349,144.905716,8966.0,2018-02-18,09:22:31,3034.86,10:13:05,14.14
ID3195227994,1,9,6,-38.1109156,144.6541725,-37.773845,144.9836895,48197.0,2018-01-23,10:33:13,11495.340000000007,13:44:48,55.58
ID5858430014,2,4,8,-37.8000323,144.9949409,-37.8158343,145.04645,5675.0,2018-03-18,19:33:49,1719.72,20:02:28,191.5
ID3407014594,1,2,1,-37.8159139,144.9381486,-37.8252784,144.9569922,2665.0,2018-05-28,01:56:07,678.4199999999998,2:07:25,16.63
ID1318564388,0,4,1,-37.8112366,145.0073593,-37.816841,144.9614875,4527.0,2018-03-03,16:04:47,1076.340000000001,16:22:43,14.26
ID1127849514,0,6,5,-37.7874325,144.9803767,-37.8132018,144.933495,7178.0,2018-05-13,13:39:49,1817.4600000000007,14:10:06,17.33
ID3305979637,1,7,4,-37.8618349,144.905716,-37.8158276,145.0094513,11743.0,2018-02-01,04:47:06,3700.8599999999983,5:48:46,27.46
ID3275286569,1,3,6,-37.8214287,144.9894055,-37.7907967,144.985865,3839.0,2018-06-17,05:43:20,1094.82,6:01:34,23.07
ID1635591665,0,1,6,-37.8065727,144.9628111,-37.773845,144.9836895,4474.0,2018-04-06,21:21:49,928.3199999999999,21:37:17,16.96
ID5954892446,2,5,7,-37.8080101,144.9363157,-37.8618349,144.905716,10565.0,2018-06-03,19:56:08,3442.9200000000005,20:53:30,357.01
ID1869029814,0,9,2,-38.1109156,144.6541725,-37.8131411,144.9391035,42482.0,2018-04-22,17:12:37,10179.959999999997,20:02:16,30.64
ID3473263162,1,4,3,-37.81074,145.0139863,-37.8212343,144.9837377,4037.0,2018-05-27,22:45:34,980.8799999999999,23:01:54,22.42
ID1422914211,0,5,2,-37.7992765,144.9351244,-37.8136879,144.9407992,2090.0,2018-07-13,23:13:38,465.11999999999995,23:21:23,16.0
ID3941389800,1,3,6,-37.8185594,144.9991529,-37.7874421,144.9804091,5006.0,2018-05-23,06:07:36,1316.64,6:29:32,11.48
ID3544552173,1,1,7,-37.8079469,144.9735065,-37.8618349,144.905716,9255.0,2018-03-03,00:24:16,3075.7799999999997,1:15:31,30.38
ID3756169667,1,3,9,-37.8107072,144.9959318,-38.1109156,144.6541725,46522.0,2018-04-28,15:05:10,11154.48,18:11:04,62.85
ID1750244418,0,1,4,-37.8202787,144.9651132,-37.8108545,144.9995943,3884.0,2018-02-21,08:21:02,1013.3400000000004,8:37:55,5.72
ID3333388228,1,8,3,-37.8158343,145.04645,-37.8120571,144.9882183,5387.0,2018-04-26,23:05:17,1636.38,23:32:33,21.76
ID1351126682,0,8,2,-37.8158343,145.04645,-37.8250103,144.9495171,9437.0,2018-02-20,17:31:41,2710.7999999999993,18:16:51,15.84
ID1479276813,0,6,8,-37.7874421,144.9804091,-37.807202,145.0266373,5789.0,2018-03-05,22:58:42,1492.6800000000005,23:23:34,17.99
ID3679388911,1,4,8,-37.8117262,145.012671,-37.8158343,145.04645,3234.0,2018-04-14,20:02:55,1103.16,20:21:18,19.73
ID3657370995,1,5,9,-37.8058417,144.9364965,-38.1109156,144.6541725,43240.0,2018-05-25,06:02:59,10361.279999999999,8:55:40,50.06
ID5514596585,2,7,6,-37.8618349,144.905716,-37.7907967,144.985865,11711.0,2018-02-07,10:51:01,3859.799999999998,11:55:20,380.91
ID5589097314,2,6,7,-37.7738026,144.9836466,-37.8618349,144.905716,16033.0,2018-06-14,02:31:56,5323.559999999998,4:00:39,534.81
ID1494742729,0,5,1,-37.8151161,144.927561,-37.8094764,144.9727494,5407.0,2018-06-17,04:38:17,1376.4000000000005,5:01:13,19.37
ID3176643837,1,8,6,-37.8158343,145.04645,-37.7738026,144.9836466,13562.0,2018-01-19,13:22:25,4192.259999999999,14:32:17,27.31
ID3165751482,1,9,8,-38.1109156,144.6541725,-37.807202,145.0266373,49777.0,2018-05-20,14:19:19,12099.660000000003,17:40:58,66.37
ID3329520141,1,6,3,-37.7907967,144.985865,-37.8186886,144.9839778,3369.0,2018-04-11,22:44:34,950.5199999999999,23:00:24,19.21
ID3538246698,1,3,1,-37.8192448,145.0052222,-37.8139229,144.968028,3530.0,2018-07-10,14:53:29,885.9000000000005,15:08:14,14.36
ID3124412659,1,3,9,-37.8172158,144.9887299,-38.1109156,144.6541725,45772.0,2018-01-09,05:02:40,11075.64,8:07:15,62.19
ID5308987432,2,3,6,-37.812169,144.9737831,-37.7874325,144.9803767,2947.0,2018-03-17,09:36:58,741.1800000000001,9:49:19,89.18
ID3710135947,1,1,3,-37.8079662,144.9454287,-37.8245126,144.9821901,4733.0,2018-01-19,02:04:16,1224.7800000000007,2:24:40,18.93
ID3386024544,1,7,3,-37.8618349,144.905716,-37.8169569,145.0060124,11328.0,2018-06-22,14:10:14,3576.899999999998,15:09:50,24.34
ID1699769800,0,5,1,-37.8098596,144.9289357,-37.8067779,144.9734819,4402.0,2018-01-01,19:19:35,1136.34,19:38:31,11.27
ID3113320953,1,6,5,-37.7874421,144.9804091,-37.805093,144.9295737,6472.0,2018-02-08,22:40:53,1725.1799999999996,23:09:38,20.78
ID3627421196,1,2,4,-37.8140839,144.9445116,-37.8097476,144.9931516,4546.0,2018-03-18,08:38:51,1126.38,8:57:37,13.86
ID1232551342,0,7,6,-37.8618349,144.905716,-37.7874421,144.9804091,11630.0,2018-07-16,06:08:41,3678.539999999999,7:09:59,10.34
ID3860530507,1,9,2,-38.1109156,144.6541725,-37.812655,144.9252437,43965.0,2018-06-03,09:00:30,10558.799999999996,11:56:28,55.11
ID1210316928,0,1,5,-37.8162134,144.963933,-37.805029,144.9312301,4177.0,2018-07-12,16:25:33,1036.62,16:42:49,12.14
ID3172529697,1,5,4,-37.8073307,144.9094355,-37.8103197,144.9983089,8188.0,2018-07-01,13:35:10,2164.4999999999995,14:11:14,23.9
ID1146802369,0,3,8,-37.8202713,144.9818494,-37.8158343,145.04645,6704.0,2018-01-05,07:46:01,1996.56,8:19:17,8.6
ID3216310671,1,1,3,-37.8000203,144.9513761,-37.8173539,144.9734986,3122.0,2018-01-26,18:33:53,757.8000000000008,18:46:30,13.73
ID3789883607,1,5,7,-37.8086354,144.9230676,-37.8618349,144.905716,11701.0,2018-06-23,11:24:05,3714.3600000000006,12:25:59,27.58
